日期,Open,High,Low,Close,Volume
2023-12-22,134.8,139.71,133.5,137.59,280321
2023-12-25,136.8,139.18,136.1,138.84,130056
2023-12-26,138.27,138.8,136.04,137.43,127673
2023-12-27,138.83,139.3,135.17,135.63,173565
2023-12-28,135.52,144.46,134.87,144.29,378502
2023-12-29,145.28,146.3,143.3,144.56,226838
2024-01-02,143.52,143.83,137.92,138.13,214033
2024-01-03,137.4,138.58,135.7,137.1,197576
2024-01-04,136.8,137.02,131.07,132.5,272418
2024-01-05,132.29,136.03,130.79,132.2,210353
2024-01-08,131.5,134.69,130.38,131.3,193854
2024-01-09,131.26,132.67,127.05,130.0,233916
2024-01-10,128.24,134.41,127.85,131.96,232120
2024-01-11,131.96,139.07,129.81,136.12,328018
2024-01-12,135.3,138.63,133.5,135.93,254622
2024-01-15,134.8,135.0,130.65,133.0,172722
2024-01-16,132.96,138.55,131.86,138.25,284693
2024-01-17,138.16,138.16,133.05,133.54,217615
2024-01-18,131.4,136.5,131.31,135.91,307788
2024-01-19,135.1,139.19,134.7,136.2,265949
2024-01-22,134.8,141.25,131.95,136.96,404888
2024-01-23,136.3,140.1,134.49,135.21,323059
2024-01-24,135.8,136.29,130.81,134.78,248710
2024-01-25,133.3,136.4,131.01,136.3,294796
2024-01-26,133.8,135.78,131.3,131.3,271813
2024-01-29,130.74,132.08,128.32,128.32,217675
2024-01-30,126.8,128.74,121.7,122.05,327274
2024-01-31,126.3,134.26,125.3,132.89,595221
2024-02-01,132.88,133.82,129.88,130.32,279688
2024-02-02,129.3,130.3,124.67,127.3,307060
2024-02-05,123.91,135.8,123.6,133.24,471326
2024-02-06,132.49,140.56,132.12,139.63,437459
2024-02-07,139.3,141.09,137.3,140.9,366070
2024-02-08,140.8,146.3,140.18,144.14,309012
2024-02-19,146.26,146.26,140.39,141.39,270925
2024-02-20,143.18,143.18,137.37,139.63,221948
2024-02-21,138.68,144.6,137.64,142.5,257827
2024-02-22,142.63,142.63,140.18,141.65,209559
2024-02-23,143.27,143.3,140.36,141.8,210176
2024-02-26,140.53,141.29,136.0,137.3,360664
2024-02-27,136.38,139.15,135.84,139.13,290401
2024-02-28,139.48,144.6,138.31,138.31,400917
2024-02-29,137.4,145.07,136.96,144.81,391675
2024-03-01,144.83,146.86,143.7,145.85,281013
2024-03-04,146.3,149.16,144.07,145.2,268086
2024-03-05,143.4,146.5,141.3,145.95,275496
2024-03-06,143.88,148.2,143.0,144.94,187180
2024-03-07,144.3,145.47,140.78,141.45,221450
2024-03-08,140.43,142.1,137.95,139.3,202170
2024-03-11,146.3,162.95,145.4,162.15,763350
2024-03-12,164.64,167.73,161.3,167.14,621649
2024-03-13,168.3,168.99,164.6,166.48,347958
2024-03-14,166.19,169.26,164.26,165.11,305356
2024-03-15,164.93,165.2,158.15,162.3,354836
2024-03-18,171.34,175.06,170.25,172.26,483052
2024-03-19,171.79,173.6,167.9,168.55,269576
2024-03-20,166.81,172.54,166.81,170.78,210316
2024-03-21,170.81,173.18,170.38,170.38,187567
2024-03-22,170.39,171.21,166.29,167.81,191034
2024-03-25,166.87,169.5,165.78,166.1,164134
2024-03-26,167.0,174.43,166.99,173.1,302473
2024-03-27,173.04,173.05,169.3,169.3,206457
2024-03-28,169.37,173.0,167.9,170.08,200367
2024-03-29,171.6,176.3,170.68,171.46,164648
2024-04-01,175.3,181.13,174.7,179.14,275132
2024-04-02,179.4,182.87,177.8,181.0,240381
2024-04-03,180.24,180.25,175.9,178.95,234890
2024-04-08,178.95,181.2,175.9,175.9,189576
2024-04-09,175.3,177.8,175.01,177.3,145700
2024-04-10,175.41,176.3,172.83,174.04,179615
2024-04-11,172.11,175.6,168.3,173.9,192954
2024-04-12,172.3,173.28,169.31,169.69,166256
2024-04-15,175.15,178.44,173.16,178.44,305483
2024-04-16,180.3,180.6,176.22,178.45,276231
2024-04-17,176.65,178.23,174.32,177.29,216192
2024-04-18,175.27,178.75,172.69,176.86,195396
2024-04-19,174.36,175.76,170.81,172.1,184915
2024-04-22,174.1,176.19,171.87,171.9,150987
2024-04-23,172.43,173.8,169.18,171.23,111138
